两被告原系夫妻关系,二,0.06379424527425817
两被告原系夫妻关系,被告,0.20856547505970532
两被告原系夫妻关系,原系,0.21962623791910235
两被告原系夫妻关系,夫妻关系,0.08133043154124402
两被告原系夫妻关系,。,0.11143952159444416
两被告原系夫妻关系,两,0.10776347037752167
两被告原系夫妻关系,夫妻,0.1442706606344643
两被告原系夫妻关系,，,0.0632099575992599
两被告已离婚,于,0.03776823049220625
两被告已离婚,2008,0.023231543948862093
两被告已离婚,年,0.06087040550322538
两被告已离婚,9,0.018511231095016473
两被告已离婚,月,0.05819818742448712
两被告已离婚,5,0.01532808012453293
两被告已离婚,日,0.05186531411897775
两被告已离婚,离婚,0.06543458556323682
两被告已离婚,。,0.029018873133586833
两被告已离婚, ,0.01751846497986635
两被告已离婚,2009,0.014775050526606381
两被告已离婚,4,0.006807712864914641
两被告已离婚,25,0.006900005115338811
两被告已离婚,办理,0.011657219339878894
两被告已离婚,了,0.01122821370444813
两被告已离婚,手续,0.008183338976369013
两被告已离婚,后,0.01064589601793048
两被告已离婚,因,0.007301472185985673
两被告已离婚,感情,0.007846612947243885
两被告已离婚,不和于,0.007976012739582698
两被告已离婚,2005,0.007786188012069548
两被告已离婚,2,0.01204193618864991
两被告已离婚,协议,0.02718227615370088
两被告已离婚,3,0.010327660703770091
两被告已离婚,7,0.009691546354086478
两被告已离婚,被告,0.033625012005872194
两被告已离婚,夫妻,0.013727761553597971
两被告已离婚,经,0.008843205701766303
两被告已离婚,宁波市,0.009162490207524973
两被告已离婚,鄞州区,0.00929804837068332
两被告已离婚,人民法院,0.009300154293767989
两被告已离婚,调解,0.009142121700301011
两被告已离婚,，,0.043889918154695826
两被告已离婚,2006,0.00856433188087486
两被告已离婚,8,0.008398590715762893
两被告已离婚,31,0.008174294613965148
两被告已离婚,解除,0.007907370019682081
两被告已离婚,婚姻关系,0.007445221928830048
两被告已离婚,10,0.009768730691144853
两被告已离婚,1999,0.004941231403157991
两被告已离婚,11,0.0065227610530746265
两被告已离婚,双方,0.009489589316987282
两被告已离婚,2007,0.006274542840190594
两被告已离婚,14,0.006537085765512223
两被告已离婚,月份,0.006662587495846631
两被告已离婚,徐甲,0.008518946347836946
两被告已离婚,也,0.00906042662389879
两被告已离婚,称,0.009315381783724895
两被告已离婚,其己,0.00936206469231704
两被告已离婚,与,0.01576206640857638
两被告已离婚,陈甲,0.009173466409126767
两被告已离婚,该,0.009425936456415356
两被告已离婚,借款,0.0095359669921872
两被告已离婚,与其,0.009456571743778874
两被告已离婚,无关,0.009177222949448213
两被告已离婚,拒绝,0.008467711488120287
两被告已离婚,还款,0.007739080141738308
两被告已离婚,27,0.006184082751854437
两被告已离婚,后于,0.004946497419542901
两被告已离婚,1,0.006390878487891507
两被告已离婚,19,0.006309039739557794
两被告已离婚,现,0.005924493152525803
两被告已离婚,虽,0.007390002957163204
两被告已离婚,已,0.007081532830774376
两被告已离婚,另外,0.005974152530562905
两被告已离婚,林,0.007953874204376415
两被告已离婚,×,0.0271265602409454
两被告已离婚,项,0.008241789281435211
两被告已离婚,原系,0.0076802191299713655
两被告已离婚,现已,0.008495333766474628
两被告已离婚,（,0.0049004287990241585
两被告已离婚,）,0.004635164742918525
两被告是夫妻关系,原告,0.010922288272485415
两被告是夫妻关系,认为,0.0017880883975443316
两被告是夫妻关系,，,0.050263773519120813
两被告是夫妻关系,该,0.002478675548979912
两被告是夫妻关系,借款,0.010596870647717518
两被告是夫妻关系,发生,0.0031075494223658565
两被告是夫妻关系,在,0.00503566189415842
两被告是夫妻关系,二,0.00782265513452359
两被告是夫妻关系,被告,0.10430665065374355
两被告是夫妻关系,夫妻关系,0.05797272359059882
两被告是夫妻关系,存续,0.00606034629114961
