被告承担连带担保责任,3、上海渔老大餐饮有限公司对上述债务承担连带担保责任。
被告承担连带担保责任,2、被告沈亨平对上述债务承担连带担保责任。
被告承担连带担保责任,上述借款由章××承担连带责任保证，保证期限为两年，保证范围包括借款本金和违约金及追讨该借款支出的诉讼费、财产保全费和律师代理费。
被告承担连带担保责任,被告沈××对被告孙×的借款承担连带保证责任。
被告承担连带担保责任,被告吴××为该借款承担连带责任担保。
被告承担连带担保责任,2、由被告吴××承担连带责任；
两被告是朋友关系,原、被告系朋友关系，
两被告是朋友关系,原、被告系朋友关系。
两被告是朋友关系,原、被告系朋友关系。
口头双方约定借款利息,口头约定利息为两分，
口头双方约定借款利息,利息双方口头约定按2008年3月12日签订的借款协议所约定的月息1.5%计算。
口头双方约定借款利息,利息双方口头约定按2008年3月12日签订的借款协议所约定的月息1.5%计算。
口头双方约定借款利息,口头约定月利息一分利，
口头双方约定借款利息,并约定月利率为1%。
口头双方约定借款利息,利息双方口头约定按2008年3月12日签订的借款协议所约定的月息1.5%计算。
口头双方约定借款利息,利息双方口头约定按2008年3月12日签订的借款协议所约定的月息1.5%计算。
口头双方约定借款利息,并按月利率3%计算利息。
口头双方约定借款利息,并按每月2分利计息。
口头双方约定借款利息,按月利率3%计算利息。
口头双方约定借款利息,双方约定月利息1%，未立有借据。
口头双方约定借款利息,月息1%。
口头双方约定借款利息,双方口头约定每万元日息为100元。
口头双方约定借款利息,并口头答应按月利率20‰计算利息。
口头双方约定借款利息,并口头承诺借款按月利率30‰计息。
口头双方约定借款利息,并口头答应按月利率20‰计算利息。
口头双方约定借款利息,口头约定按月利率1%计算利息。
口头双方约定借款利息,口头约定月息一分2008年底归还本息，
口头双方约定借款利息,双方口头约定二个月支付一次利息，
口头双方约定借款利息,利息按10‰计算，
口头双方约定借款利息,口头约定月利率2%。
口头双方约定借款利息,对于利息，三方口头约定月息3分。
口头双方约定借款利息,但被告开始还能按口头约定月利率2%付息，
口头双方约定借款利息,并口约承诺月息3分。
口头双方约定借款利息,口头约定月息2%。
口头双方约定借款利息,并口头承诺按银行同期贷款利率支付利息。
口头双方约定借款利息,口头约定月息为2％。
口头双方约定借款利息,并口头约定月息2分的借款利息，
口头双方约定借款利息,双方口头约定月利率按2％计息
口头双方约定借款利息,当时口头约定月利率按2分计算，但没有写在借条上。
口头双方约定借款利息,双方口头约定月息为4%
口头双方约定借款利息,双方还口头约定借款利息为一分利
口头双方约定借款利息,上述借款均口头约定月息为5分
口头双方约定借款利息,还口头约定等生意资金回收后加利息一并归还
口头双方约定借款利息,口头约定月利率为35‰
口头双方约定借款利息,双方口头约定利息按月利率1%计算
口头双方约定借款利息,当时双方口头约定，若原告自己需要时被告马上偿还，
口头双方约定借款利息,同时，原、被告还口头约定，超过还款期限的则按月息3分计算支付借款利息。
口头双方约定借款利息,口头承诺每月支付利息10000元。
口头双方约定借款利息,同时，原、被告还口头约定，超过还款期限的则按月息3分计算支付借款利息。
口头双方约定借款利息,双方口头约定月利率为1%，
口头双方约定借款利息,并口头约定月利息1%，
口头双方约定借款利息,口头约定8个月归还。到期后被告李乙未予归还。
口头双方约定借款利息,口头约定月利率2%，
口头双方约定借款利息,约定借款利息按1分计付，
口头双方约定借款利息,并口头约定月息1.2%。
口头双方约定借款利息,口头约定月息2%。
口头双方约定借款利息,口头约定月利率为2%。
户籍证明,2、户籍证明1张
担保函证明,由被告姚××对上述借款本息承担连带保证责任的事实。
担保函证明,以及被告徐××为吴××提供连带保证责任的事实。
担保函证明,由被告宁××提供担保的事实。
支付律师费,李乙赔偿章××为实现债权的费用42000元律师费
支付律师费,及律师费4400元
支付律师费,由被告周水华承担本案律师费1500元
支付律师费,被告承担本案律师费2000元
支付律师费,由被告承担原告为追索上述借款而产生的律师费33768元
支付律师费,由被告承担原告为追索上述借款而产生的律师费33768元
支付律师费,支付原告为实现债权支出的律师费2000元
支付律师费,并支付律师代理费7000元
支付律师费,第一被告陶××支某某告为实现债权而产生的律师费1400元整
支付律师费,本案律师代理费3000元由被告负担
支付律师费,判令被告承担原告为实现债权而支付的律师某某费13220元
支付律师费,及律师代理费
支付律师费,判令二被告共同支某某告实现债权的律师费用18000元
支付律师费,被告葛复清支付原告为实现债权所支出的费用（律师费10000元）
支付律师费,以及实现债权律师费4900元
支付律师费,实现债权费用（律师代理费）17900元
支付律师费,被告陈×、浙江××司、浙江××有限公司、杨××承担律师费7000元
支付律师费,两被告承担原告的律师代理费5500元
支付律师费,被告承担原告为实现债权所支付律师代理费
支付律师费,由被告对原告为实现债权而支出的律师代理费3000元
被告提供担保,被告林炳强为被告戴福顺担保。
被告提供担保,由被告苏乙提供担保
被告提供担保,2008年12月16日，被告黄××出具保证书一份，同意作为保证人以所居住德清县××国际公寓××单××室房屋作为对被告沈××向原告借款的抵押保证。
被告提供担保,由被告李××提供担保
被告提供担保,并由被告章××担保
被告提供担保,并由被告王剑纲提供连带责任保证。
被告提供担保,被告嘉善方诚清洁设备有限公司自愿为上述债务承担连带保证责任
被告提供担保,该借款由被告曾××提供担保（未约定担保方式）。
被告提供担保,并以被告唐恺磊担任法人的联众公司作为连带还款责任担保
被告提供担保,被告杨林军为被告朱能借款向原告承担担保责任。
被告提供担保,被告朱能为被告朱昌荣借款向原告承担担保责任。
被告提供担保,被告朱能为被告朱昌荣借款向原告承担担保责任。
被告提供担保,被告陈××、许××作为担保人在借条上签字
被告提供担保,并以被告唐恺磊担任法人的联众公司作为连带还款责任担保
被告提供担保,并以被告唐恺磊担任法人的联众公司作为连带还款责任担保
被告提供担保,并以被告唐恺磊担任法人的联众公司作为连带还款责任担保
被告提供担保,并以被告唐恺磊担任法人的联众公司作为连带还款责任担保
被告提供担保,被告袁其伟提供担保
被告提供担保,并以被告唐恺磊担任法人的联众公司作为连带还款责任担保
被告提供担保,被告将其自有的坐落于云和县云和镇××房屋（房××证号：云某权证2006-00013334号）为上述借款提供抵押担保，
被告提供担保,被告兰申公司以其持有的3200000股限售流通股为被告章训向原告的借款作质押担保。
被告提供担保,约定以林场抵押，以国家赔偿款还款。
被告承诺借款期限,借款时被告承诺借款期限为十天，到期后被告未按约履行还款义务。
承担律师费,3、被告朱昌荣支付本案律师费5000元，
双方又约定利息,利息2000元
双方又约定利息,按月利率1.5%计付利息
双方又约定利息,约定按月利率1.5％计付利息
被告承担原告的交通费,交通费等内容。
借款人由被告提供担保向原告借款,被告徐甲于2008年8月4日向原告借款3万元，
借款人由被告提供担保向原告借款,2008年2月2日任年干因经营需要向原告借款150000元，并由被告担保。
借款人由被告提供担保向原告借款,被告金××为借款提供担保。
借款人由被告提供担保向原告借款,被告李××以担保人身份在借条上签名。
借款人由被告提供担保向原告借款,被告赵甲为借款提供担保。
借款人由被告提供担保向原告借款,被告邬和平于2007年6月13日向原告借款20000元，被告方剑为借款提供担保。
借款人由被告提供担保向原告借款,并原告提供担保，
借款人由被告提供担保向原告借款,由被告吴小飞做担保，
借款人由被告提供担保向原告借款,由被告吴小飞做担保，
借款人由被告提供担保向原告借款,并由解某作为担保，
借款人由被告提供担保向原告借款,原告与被告施××系朋友。2008年9月15日，施××因资金周转困难向原告借款现金40000元，并由被告卢××提供担保。
借款人由被告提供担保向原告借款,由被告董××为此借款提供担保，
借款人由被告提供担保向原告借款,2008年12月24日，第三人俞乙因经营所需向原告借款20000元，由被告俞甲承担保证责任，
借款人由被告提供担保向原告借款,被告潘文君提供担保并签字。
借款人由被告提供担保向原告借款,杭州市西湖区玖重天酒吧（已注销，业主为被告许恒）及被告方国忠在主合同借款协议上以保证人的身份盖章，保证合同成立。
借款人由被告提供担保向原告借款,2007年8月28日，被告唐××由被告管××担保向原告借款人民币10800元，
借款人由被告提供担保向原告借款,2008年5月4日，被告沈××因生活需要，由被告尹××担保向原告借款款5万元，
借款人由被告提供担保向原告借款,2008年10月28日，被告王灯礼由被告叶善美作担保，向原告借款人民币300000元。
借款人由被告提供担保向原告借款,被告孙××、傅××因生产经营需要，由被告沈××担保，向原告借款人民币500000元整。
借款人由被告提供担保向原告借款,2008年8月4日，被告周大炎经张连永担保向原告借款人民币50000元，
借款人由被告提供担保向原告借款,2008年10月28日，被告叶善美由被告王灯礼作担保，向原告借款人民币300000元。
借款人由被告提供担保向原告借款,由洛克莱公司提供担保。
借款人由被告提供担保向原告借款,该借款由玉环××家具有限公司担保，
