支付利息,12073,1.0
None,李其义,1.0
支付逾期利息,1953,1.0
None,先,0.7
被告拖欠借款,先,0.2
双方约定还款期限,先,0.1
None,冯安,1.0
None,河头,0.6666666666666666
被告向原告借款,河头,0.3333333333333333
None,42000,0.11764705882352941
被告向原告借款,42000,0.29411764705882354
被告向原告还款,42000,0.23529411764705882
被告仅偿还了部分借款,42000,0.058823529411764705
被告还欠借款,42000,0.058823529411764705
支付逾期利息,42000,0.11764705882352941
原告起诉要求判令,42000,0.11764705882352941
双方约定借款期限,利为,1.0
None,陈毓钧,0.2222222222222222
被告向原告借款,陈毓钧,0.3333333333333333
被告向原告还款,陈毓钧,0.1111111111111111
两被告是夫妻关系,陈毓钧,0.1111111111111111
被告为此债务的担保人,陈毓钧,0.1111111111111111
被告出具借条,陈毓钧,0.1111111111111111
None,周海荣于,1.0
None,另算,0.14285714285714285
支付利息,另算,0.7142857142857143
支付违约金,另算,0.14285714285714285
被告向原告借款,徐群丽因,1.0
None,室,0.8
被告为此债务的担保人,室,0.06666666666666667
被告向原告借款,室,0.13333333333333333
None,任乙,1.0
双方约定逾期利息,照付,1.0
支付利息,3286.85,1.0
支付利息,43400,1.0
None,种种,0.057692307692307696
借款人拖欠借款,种种,0.038461538461538464
双方约定借款期限,种种,0.019230769230769232
被告拖欠剩余借款,种种,0.038461538461538464
被告拖欠借款,种种,0.75
被告拖欠还款,种种,0.09615384615384616
被告向原告借款,向许,1.0
被告仅偿还了部分借款,一部分,1.0
None,当场,0.04878048780487805
被告为此债务的担保人,当场,0.024390243902439025
被告出具借条,当场,0.926829268292683
None,28200,0.5
被告向原告还款,28200,0.5
借条证明,伍,0.05
None,伍,0.4
被告向原告借款,伍,0.15
被告向原告还款,伍,0.25
被告出具借条,伍,0.1
原告起诉要求判令,伍,0.05
None,用款,0.1
被告拖欠借款,用款,0.2
被告向原告借款,用款,0.7
None,款实,1.0
被告向原告借款,搭建,1.0
被告为此债务的担保人,贺某,1.0
None,李供,0.5
被告向原告还款,李供,0.5
None,经二,1.0
被告提供保证,上盖,1.0
支付利息,417892,1.0
None,162205,1.0
None,伪造,1.0
None,反正,1.0
None,何建芝,1.0
None,公安机关,0.5
被告向原告借款,公安机关,0.5
被告向原告借款,156700,1.0
None,变卖,0.3333333333333333
被告承担诉讼费,变卖,0.3333333333333333
被告支付了部分利息,变卖,0.3333333333333333
支付利息,1380,1.0
None,借严,1.0
两被告是夫妻关系,潘善,1.0
None,祥春,1.0
双方约定借款期限,当月,1.0
None,虎,1.0
被告拖欠借款,不上,0.75
借款人由被告提供担保向原告借款,不上,0.25
None,将款,0.5
被告向原告借款,将款,0.5
None,仙方能,1.0
支付利息,786,0.5
支付逾期利息,786,0.5
None,尹田木,0.5
原告起诉要求判令,尹田木,0.5
None,均富,1.0
被告向原告还款,1020000,1.0
被告向原告借款,蔡荣,1.0
被告提供保证,雷陈,1.0
None,并非,1.0
None,向钟,1.0
被告向原告还款,姜朝贤,1.0
None,超系,0.3333333333333333
两被告是夫妻关系,超系,0.6666666666666666
双方约定借款利息,始,1.0
None,诺言,0.6666666666666666
被告拖欠借款,诺言,0.3333333333333333
None,李雪,1.0
被告向原告借款,双重身份,1.0
借条证明,下列,0.0625
None,下列,0.9375
借条证明,500000,0.027522935779816515
借款人由被告提供担保向原告借款,500000,0.01834862385321101
被告为对借款承担连带责任,500000,0.009174311926605505
被告仅偿还了部分借款,500000,0.009174311926605505
支付利息,500000,0.045871559633027525
被告出具借条,500000,0.009174311926605505
被告偿还借款,500000,0.027522935779816515
None,500000,0.12844036697247707
被告对借款承担连带责任,500000,0.01834862385321101
被告向原告借款,500000,0.3944954128440367
被告承担连带责任,500000,0.009174311926605505
被告还欠借款,500000,0.009174311926605505
被告向原告还款,500000,0.25688073394495414
被告立即向原告还款,500000,0.009174311926605505
原告起诉要求判令,500000,0.01834862385321101
原告变更诉讼请求,500000,0.009174311926605505
None,康庄,1.0
被告向原告借款,周乙因,1.0
双方约定借款期限,十一个月,1.0
被告向原告还款,185,1.0
借条证明,71039,1.0
None,鲍甲,0.16666666666666666
